RodID;SectionID;Timesteps;AverageBurnup;AveragePower;AveragePowerRate;HoldTime;IntegratedPower;AverageRodPressure;FGR;GapWidth_mid;GapWidth_end;InterfaceP_mid;InterfaceP_end;CladInnerTemp_mid;CladInnerTemp_end;CladRadDisp_mid;CladRadDisp_end;CladInnerStress_r_mid;CladInnerStress_r_end;CladInnerStrain_r_mid;CladInnerStrain_r_end;CladInnerCreep_r_mid;CladInnerCreep_r_end;RidgeHeight
6;B;16514275.056834117;4883.6853808;261650962.2;-0.6238016401009506;16514215.056834117;4334922417074131.5;5177312.475;0.01181351781;3.434623684e-05;3.151808584e-05;0.0;0.0;597.364634;601.4505603;-6.301457562e-06;-6.338200843e-06;-5177326.349;-5177672.163;0.003883793983;0.003957376731;0.0020398846;0.002103417187;0.0
6;B;16631649.84238996;4918.2734529;261577743.62;-0.6238016082691643;16631589.84238996;4365629345645273.5;5177846.56;0.01190357965;3.423602213e-05;3.141433803e-05;0.0;0.0;597.3576446;601.4312673;-6.356347044e-06;-6.393056089e-06;-5177855.886;-5178223.614;0.003888784431;0.003962160004;0.002048576258;0.002111970636;0.0
6;B;16749197.341521757;4952.9027102;261504417.3;-0.6238016167215752;16749137.341521757;4396372845573574.5;5178398.361;0.01190646815;3.417121283e-05;3.135573163e-05;0.0;0.0;597.349539;601.4137529;-6.411243321e-06;-6.447891934e-06;-5178032.28;-5177851.019;0.003893754819;0.003966959752;0.002057267102;0.002120523329;0.0
6;B;16866917.75325764;4987.5731685;261430983.12;-0.6238015898616102;16866857.75325764;4427152930897930.0;5178999.122;0.01191172893;3.410552591e-05;3.129653447e-05;0.0;0.0;597.3414197;601.3961575;-6.466145242e-06;-6.502745644e-06;-5178552.471;-5178376.254;0.003898735163;0.003971755702;0.002065957588;0.002129075494;0.0
6;B;16984808.923709407;5022.2841509;261357442.41;-0.6238016784310043;16984748.923709407;4457969000590114.5;5179631.05;0.01191930675;3.403895307e-05;3.123697279e-05;0.0;0.0;597.3333233;601.3784601;-6.521046332e-06;-6.557608701e-06;-5179192.725;-5179003.933;0.003903708866;0.003976548041;0.002074647599;0.002137627128;0.0
6;B;17102869.019549742;5057.0350754;261283796.33;-0.6238016281096592;17102809.019549742;4488820537957992.5;5180274.426;0.011929138;3.397162292e-05;3.117715176e-05;0.0;0.0;597.3252516;601.3606917;-6.575941109e-06;-6.612484272e-06;-5181848.835;-5182079.083;0.003908676176;0.003981332108;0.002083337237;0.002146178336;0.0
6;B;17221096.235746227;5091.825369;261210046.0;-0.6238016285306552;17221036.235746227;4519707034187233.0;5180951.562;0.01194186404;3.390310943e-05;3.111642698e-05;0.0;0.0;597.3171976;601.3427592;-6.63084255e-06;-6.667353727e-06;-5182478.971;-5182789.876;0.003913651014;0.003986121346;0.002092026483;0.00215472907;0.0
6;B;17339488.6941034;5126.6544376;261136192.59;-0.6238016426450976;17339428.6941034;4550627961837380.0;5181624.07;0.01195674694;3.383266146e-05;3.105478303e-05;0.0;0.0;597.3092045;601.3247092;-6.685800895e-06;-6.722290387e-06;-5183285.867;-5183674.887;0.003918622215;0.003990904224;0.00210071528;0.002163279342;0.0
6;B;17458042.85954143;5161.5212005;261062238.31;-0.6238016161368724;17457982.85954143;4581582361421579.0;5182311.305;0.01197526996;3.376165827e-05;3.099277333e-05;0.0;0.0;597.3012295;601.3065315;-6.740721531e-06;-6.777191055e-06;-5183981.221;-5184366.254;0.003923596449;0.003995690334;0.002109403617;0.002171829064;0.0
6;B;17576757.51773754;5196.4252605;260988183.92;-0.6238015686123747;17576697.51773754;4612569880139664.0;5183021.169;0.01199676536;3.368949913e-05;3.092984461e-05;0.0;0.0;597.2932762;601.2882593;-6.795641301e-06;-6.832092976e-06;-5184728.903;-5185060.316;0.003928570273;0.004000475735;0.002118091545;0.002180378303;0.0
6;B;17640060.0;5215.0344142;260948695.73;-0.6238016044343331;17640000.0;4629089830172748.0;5183391.147;0.01200763306;3.36494061e-05;3.089529646e-05;0.0;0.0;597.2890463;601.2785018;-6.824773471e-06;-6.861231251e-06;-5182646.569;-5182965.439;0.003931231468;0.004003034635;0.002122720078;0.002184932972;0.0
6;B;17759038.970111657;5249.9909973;260800257.18;-1.2476032517400224;17758978.970111657;4660128406709782.0;5184005.09;0.01210297176;3.357963584e-05;3.08352338e-05;0.0;0.0;597.2743339;601.252404;-6.879956954e-06;-6.91639189e-06;-5185715.544;-5185947.411;0.0039361393;0.004007746042;0.00213140654;0.002193480425;0.0
6;B;17878184.296608716;5284.9765049;260651611.08;-1.247603278871898;17878124.296608716;4691192683257952.0;5184626.154;0.01220004688;3.350725887e-05;3.077328125e-05;0.0;0.0;597.2596367;601.2262107;-6.935018007e-06;-6.971435533e-06;-5186352.947;-5186570.349;0.00394105601;0.004012462832;0.002140090905;0.002202025541;0.0
6;B;17997515.9568212;5319.9967129;260502732.51;-1.247603274226872;17997455.9568212;4722287789781723.0;5185271.834;0.01230051824;3.343354255e-05;3.071015183e-05;0.0;0.0;597.2449508;601.1998884;-6.990084434e-06;-7.026485247e-06;-5186889.553;-5187314.749;0.003945974206;0.004017174869;0.002148774834;0.002210569811;0.0
6;B;18117031.73355532;5355.0508773;260353624.24;-1.2476032376185133;18116971.73355532;4753413065803663.0;5185939.544;0.01240370909;3.335892427e-05;3.064604879e-05;0.0;0.0;597.2302514;601.1734213;-7.045160327e-06;-7.081550836e-06;-5187744.411;-5188037.609;0.003950884547;0.004021882593;0.002157458146;0.002219113156;0.0
6;B;18236730.955995243;5390.138709;260204287.1;-1.2476032588680224;18236670.955995243;4784568254414837.0;5186633.973;0.01251154013;3.328246102e-05;3.057992846e-05;0.0;0.0;597.2155614;601.1468319;-7.100229903e-06;-7.136612736e-06;-5188416.502;-5188729.314;0.003955800902;0.004026592848;0.002166141026;0.002227655842;0.0
6;B;18356611.355209257;5425.259451;260054723.93;-1.2476032026968964;18356551.355209257;4815752683383319.0;5187352.714;0.01262140565;3.320622575e-05;3.051391333e-05;0.0;0.0;597.2008318;601.120218;-7.155263939e-06;-7.191634526e-06;-5187542.113;-5187613.524;0.00396073298;0.004031319837;0.002174823643;0.002236198074;0.0
